run_label,source_batch,attempt_id,target_id,condition,condition_name,attempt,model,temperature,max_output_tokens,thinking,response_format,status,test_path,same_test,test_sha256,oracle_status,applicability,hypothesis,trigger,potential_failure,expected_behavior,target_evidence,historical_evidence,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,hypothesis_matches_true_failure_mechanism,failure_category,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log
final,final,final_C_03,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,3,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2/PySnooper_1/C_attempt_3.py,True,0e0c0b7a134c4fc2790a591e901d27827d1ddc9752573a3c5f08673814d16027,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'NOT_APPLICABLE', 'reason': ""The historical bug concerns locale-dependent encoding when reading JSON context files, which is unrelated to PySnooper's tracing behavior. The target context does not involve file reading with encoding issues.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical bug involves a path variable mismatch in file output, which is not directly related to internal frame tracing. However, it suggests that variable handling in the Tracer can be buggy. The target context provides a meaningful oracle for internal frame tracing via the `_is_internal_frame` method and existing tests, but the connection to the historical bug is weak.'}","When a Tracer is used as a context manager with depth > 1, the trace function incorrectly traces internal frames of the Tracer itself (e.g., __enter__/__exit__), causing spurious trace output and incorrect depth accounting.","Use `with pysnooper.snoop(string_io, depth=2):` around a simple statement, then inspect the captured output for unexpected internal frames or incorrect indentation.","The trace output may include lines from pysnooper/tracer.py or have incorrect indentation due to internal frames being traced, violating the intended behavior that only user code and its callees are traced.","The trace output should contain only entries for the user's code block and its callees, with correct indentation; no lines from pysnooper's internal files should appear.","The `_is_internal_frame` method in tracer.py is designed to skip frames from the same file as `Tracer.__enter__`. The `trace` method uses this check when depth > 1. The test `test_with_block_depth` in tests/test_pysnooper.py shows expected output for a with-block with depth=3, which does not include internal frames.","PySnooper:3 historical bug involved a path variable mismatch in file output, which is not directly related to internal frame tracing. However, it highlights the importance of correct variable handling in the Tracer. No direct historical evidence for this specific bug.",0,0,PASS,PASS,,,,,P2P,False,no,APPLICABILITY_STRICT,0,1,16177,775,4.154,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_3_fixed.log
final,final,final_C_04,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,4,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2/PySnooper_1/C_attempt_4.py,True,1d04e6da41806d46a8709184313a582e455294fb7932e36fc87422b29a51fe7c,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'SUPPORTED', 'reason': ""Same failure mechanism class: implicit locale-dependent text decoding of UTF-8 data. PySnooper's get_source_from_frame decodes bytes with encoding='ascii' unless a PEP-263 declaration exists, which is exactly the locale/default-encoding hazard described. Target-side source provides a concrete oracle (trace output must echo the source line verbatim), and the trigger (UTF-8 file with non-ASCII content, no coding declaration, non-UTF-8 locale) is feasible in the given environment.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'It concerns file-output path handling, not source decoding. The invariant (trace written to requested path) is testable but the mechanism does not transfer to the encoding defect, so it only weakly informs the probe and is not used as the primary oracle.'}","PySnooper's get_source_from_frame decodes source files using the locale-dependent default encoding when no PEP-263 coding declaration is present, so a UTF-8 source file containing non-ASCII characters is mis-decoded (mojibake) under a non-UTF-8 locale, corrupting the traced source line.","Create a temporary module file encoded as UTF-8 whose function body contains a non-ASCII string literal (e.g. 'héllo') and no coding declaration; import it, decorate the function with pysnooper.snoop(string_io), and run it under a non-UTF-8 locale (LC_ALL=C).","get_source_from_frame reads the file as bytes and decodes with encoding='ascii' (or the locale default) instead of UTF-8, so the traced source line shows replacement characters or mojibake rather than the original non-ASCII text.","The trace output must contain the exact non-ASCII source line text (e.g. the literal 'héllo') as written in the UTF-8 file, independent of the process locale.","pysnooper/tracer.py get_source_from_frame: when source is bytes it sets encoding='ascii' and only overrides it if a PEP-263 coding declaration is found in the first two lines; otherwise it decodes with that encoding. The README and tests (e.g. test_unavailable_source, test_string_io) show source lines are echoed verbatim into trace output, so a mis-decoded line is a functional defect.",cookiecutter:1 shows the same class of locale-dependent implicit text decoding bug (UTF-8 data read with platform default encoding); PySnooper:3 is only weakly related (file-output path variable mismatch).,0,0,PASS,PASS,,,,,P2P,False,yes,TRIGGER_TOO_WEAK,0,1,16177,998,4.635,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_4_fixed.log
final,final,final_C_05,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,5,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2/PySnooper_1/C_attempt_5.py,True,315f1f3b6b4b0d8df910918f3e825fc86ae62f61b49916e3db714680cbce6d7d,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'SUPPORTED', 'reason': ""Same failure mechanism: locale-dependent implicit text decoding of a UTF-8 file. Target tracer.py hardcodes encoding='ascii' when no PEP-263 declaration exists, which is exactly the class of bug the cookiecutter fix addressed by making encoding explicit. The target supplies a meaningful oracle: the trace output must echo the original non-ASCII source line, which is verifiable from target source and ordinary tests.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical bug concerns a path/output variable mismatch in file-output closure, not encoding. Transfer to the target encoding mechanism is weak (confidence 0.45), so it only weakly suggests probing file-output behavior and does not establish the target-side oracle for this hypothesis.'}","PySnooper's get_source_from_frame decodes source files using the locale-dependent default encoding when the file has no PEP-263 coding declaration, so a UTF-8 source file containing non-ASCII characters will be mis-decoded (or raise UnicodeDecodeError) when the process locale is not UTF-8, corrupting the trace output.","Create a temporary module file encoded as UTF-8 containing a non-ASCII string literal (e.g. 'héllo') in a function decorated with @pysnooper.snoop(), import it, and run the function while the process default encoding is not UTF-8 (LC_ALL=C, PYTHONUTF8=0, PYTHONCOERCECLOCALE=0).","get_source_from_frame reads the file in binary and decodes each line with encoding='ascii' (the hardcoded default when no coding declaration is present), so the non-ASCII source line either raises UnicodeDecodeError or is replaced with '?' characters, producing corrupted trace output instead of the original source line.","The trace output must contain the original non-ASCII source line (e.g. the string literal 'héllo') exactly as written in the UTF-8 source file, independent of the process locale.","pysnooper/tracer.py get_source_from_frame: when source lines are bytes, it sets encoding='ascii' and only overrides it if a PEP-263 coding declaration is found; otherwise it decodes with pycompat.text_type(sline, encoding, 'replace'). The README and tests (e.g. test_unavailable_source, test_string_io) show that source lines are echoed verbatim into trace output, so a mis-decoded line is a functional defect.",cookiecutter:1 demonstrates the same class of locale-dependent implicit text decoding bug (implicit open using platform default encoding) and its fix (explicit UTF-8). PySnooper:3 is a file-output path bug with weak transfer to this encoding mechanism.,1,1,FAIL,FAIL,ASSERTION_FAILURE,ASSERTION_FAILURE,AssertionError,AssertionError,F2F,False,yes,TRIGGER_WRONG_SHAPE,0,1,16177,1040,5.061,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_5_fixed.log
loop1,loop1,loop1_A_01,PySnooper:1,A,TARGET_ONLY,1,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/A_attempt_1.py,True,cb2f990298eca8f7d925129a71aae55a2161e5b8943271742068098b2508ae74,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is garbage-collected before being exhausted, the generator_wrapper's `with self:` block is exited via GeneratorExit, but the wrapper's `except StopIteration: return` does not catch GeneratorExit, so the exception propagates through the with-block; however, the real defect is that the tracer's `__exit__` pops `self.thread_local.original_trace_functions` and restores the previous trace function, but the generator's frame remains in `self.frame_to_local_reprs` because no 'return' event is delivered for the abandoned generator frame, leaking frame references and leaving stale local-repr state that corrupts subsequent tracing of the same Tracer instance.","Create a Tracer via pysnooper.snoop(string_io), decorate a generator function that yields once and then is abandoned (not exhausted), call next() once, then delete the generator and force gc.collect(). Then reuse the same Tracer on a normal function and assert the output is correct and that the tracer's frame_to_local_reprs does not retain the abandoned generator frame.","The abandoned generator frame stays in tracer.frame_to_local_reprs, and/or the thread_local original_trace_functions stack is left unbalanced, causing subsequent uses of the same Tracer to emit incorrect 'New var'/'Modified var' lines or to fail to restore the original trace function.","After abandoning a decorated generator and forcing garbage collection, reusing the same Tracer on a plain function must produce a clean, correct trace (Starting var for the new function's argument, correct line entries, correct return value), and the tracer must not retain the abandoned generator frame in frame_to_local_reprs.","pysnooper/tracer.py generator_wrapper uses `with self:` around each `method(incoming)` call; Tracer.__exit__ pops thread_local.original_trace_functions and discards only the calling frame from target_frames/frame_to_local_reprs; Tracer.trace deletes frame_to_local_reprs[frame] only on 'return' events. tests/test_pysnooper.py::test_generator exercises a fully-exhausted generator and asserts original trace function restoration, establishing that the tracer is expected to leave global trace state clean.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,799,4.433,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_1_fixed.log
loop1,loop1,loop1_A_02,PySnooper:1,A,TARGET_ONLY,2,deepseek-flash,0.2,2200,disabled,json_object,MODEL_ERROR,,,,,,,,,,,,,,,,,,,,MODEL_ERROR,,no,TEST_NOT_EXECUTABLE,0,1,0,0,2.695,,
loop1,loop1,loop1_A_03,PySnooper:1,A,TARGET_ONLY,3,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/A_attempt_3.py,True,c5e8dfb8dfdec0e95acfbede8ec5f4b4b3d9981577b6812576e0be753db7397c,SUPPORTED_ORACLE,,"When a function decorated with @pysnooper.snoop() is called from a frame that is itself being traced (e.g., inside a with pysnooper.snoop() block), the tracer's thread_global.depth counter is incremented on the 'call' event but is not decremented on the corresponding 'return' event because the return event is filtered out by the target-frame check, causing subsequent trace lines to be over-indented.","Use a single Tracer instance both as a decorator on a function and as a context manager around a call to that function, then inspect the indentation of the output lines.","The 'Return value' line for the decorated function call is emitted with an indentation level that is one level deeper than the 'call' line, because thread_global.depth was incremented on entry but not decremented on exit.","The 'call' line and the corresponding 'Return value' line for a decorated function should have the same indentation level, since the function call is a single nesting level.","In pysnooper/tracer.py, the trace method increments thread_global.depth on 'call' events and decrements it on 'return' events. The early filtering check `if not (frame.f_code in self.target_codes or frame in self.target_frames)` returns None for frames that are not targets. When a decorated function is called from within a with-block, the decorated function's frame is in target_codes, so its 'call' event increments depth. However, the return event for the with-block's calling frame (which is in target_frames) may be processed differently, and the decorated function's return event may be filtered if the frame is no longer considered a target. This can cause depth to remain incremented, leading to incorrect indentation for subsequent lines.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,817,3.56,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_3_fixed.log
loop1,loop1,loop1_A_04,PySnooper:1,A,TARGET_ONLY,4,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/A_attempt_4.py,True,b104c2f5e25576b0464d7074a2790d5a897ea3c0d3fbe98479646fedbead0505,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is garbage-collected before exhaustion, the generator_wrapper's `with self:` block is never exited, leaving sys.settrace(self.trace) installed and the Tracer's thread-local trace stack unbalanced.","Create a decorated generator, advance it once with next(), then delete it and call gc.collect(); afterwards check sys.gettrace() is None.","sys.gettrace() remains the Tracer.trace method instead of being restored to None, meaning the global trace function leaks after the generator is abandoned.","After the decorated generator is garbage-collected without being exhausted, sys.gettrace() should be None, because the Tracer's __exit__ should have restored the original trace function.","pysnooper/tracer.py generator_wrapper uses `with self:` around each `method(incoming)` call; Tracer.__enter__ calls sys.settrace(self.trace) and __exit__ calls sys.settrace(stack.pop()). tests/test_pysnooper.py::test_generator asserts that the original tracer is active before and after each generator step, establishing that the tracer must not leak.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,494,2.658,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_4_fixed.log
loop1,loop1,loop1_A_05,PySnooper:1,A,TARGET_ONLY,5,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/A_attempt_5.py,True,2da9361da54cf77028eb75f28be0b8280e0553ba0c07d8a2b1059a6266bded45,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is garbage-collected or closed without being fully exhausted, the generator_wrapper's `with self:` block is exited via GeneratorExit, but the wrapper's `except StopIteration: return` path is not taken; the wrapper's `while True` loop does not re-enter `with self` after GeneratorExit, so the tracer's thread-local original_trace_functions stack is left with an extra entry, causing sys.gettrace() to remain set to the tracer's trace function after the generator is closed.","Decorate a generator function with pysnooper.snoop(), create the generator, advance it once with next(), then call generator.close() (or let it be garbage-collected) without exhausting it. After close(), check sys.gettrace().","sys.gettrace() is not None after closing a partially-consumed snooped generator, meaning the global trace function was not restored to its original value.","After closing a partially-consumed generator decorated with pysnooper.snoop(), sys.gettrace() should equal the trace function that was active before the generator was created (typically None).","In tracer.py, generator_wrapper uses `with self:` inside a `while True` loop. Tracer.__enter__ appends sys.gettrace() to thread_local.original_trace_functions and calls sys.settrace(self.trace). Tracer.__exit__ pops from that stack and calls sys.settrace(stack.pop()). The existing test_generator in tests/test_pysnooper.py asserts `original_tracer_active()` after each send/next and after StopIteration, establishing that the tracer must restore the original trace function after generator interactions. The close() path is a distinct generator termination path not covered by that test.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,732,3.33,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/A_attempt_5_fixed.log
loop1,loop1,loop1_B_01,PySnooper:1,B,NAIVE_RAW_HISTORY,1,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/B_attempt_1.py,True,71be0f6b2b457c6e796ef6d9768acf8e49be737d7a920883e68f9fc7439ff489,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.settrace value, leaving the Tracer's trace function installed globally after the with block exits.","Create a Tracer via pysnooper.snoop(), enter it with a with statement, raise a ValueError inside the block, catch the exception outside, then check sys.gettrace() is None (the value before entering the with block).","sys.gettrace() remains the Tracer.trace bound method after the with block exits due to an exception, instead of being restored to the original trace function (None).","After a with pysnooper.snoop(): block exits, whether normally or due to an exception, sys.gettrace() must equal the trace function that was active before entering the block. Since no trace function is active before entering, sys.gettrace() must be None after the block.","pysnooper/tracer.py Tracer.__enter__ saves sys.gettrace() on a per-thread stack and calls sys.settrace(self.trace). Tracer.__exit__ pops the saved trace function and calls sys.settrace(stack.pop()). The ordinary test test_generator explicitly asserts original_tracer_active() before and after generator operations, demonstrating that PySnooper is expected to restore the previous trace function. The README documents using pysnooper.snoop() as a with block, so exception propagation through the with block is a supported usage pattern.","The PySnooper:3 historical bug shows a defect in the file-output path of get_write_function where a wrong variable name (output_path instead of output) caused a NameError. This is a different code path, but it demonstrates that PySnooper's tracer machinery has had state/cleanup-related defects. The cookiecutter:1 bug is unrelated to tracing state.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,614,3.623,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_1_fixed.log
loop1,loop1,loop1_B_02,PySnooper:1,B,NAIVE_RAW_HISTORY,2,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/B_attempt_2.py,True,4db7bf5a1a1dae6f8ed29cbcff64017d7f3cf377fc2b7586903f565cae97a50f,SUPPORTED_ORACLE,,"When pysnooper.snoop() is used as a context manager (with block) and the wrapped block raises an exception, the Tracer.__exit__ method fails to restore the previous trace function because it accesses self.thread_local.original_trace_functions, but __enter__ stored the stack under self.thread_local.__dict__.setdefault('original_trace_functions', []) — this attribute access works, but the real bug is that __exit__ does not handle the case where the exception propagates, leaving sys.settrace in a corrupted state or raising AttributeError.","Use pysnooper.snoop() as a context manager around a block that raises ValueError, then check that sys.gettrace() is restored to its original value and that the exception propagates correctly.","After the with block exits due to an exception, sys.gettrace() may not be restored to the original trace function, or an AttributeError may be raised because thread_local.original_trace_functions is not properly initialized in all code paths.","The original trace function should be restored after the with block exits, even when an exception occurs inside the block. The exception should propagate normally.","In pysnooper/tracer.py, Tracer.__enter__ stores the original trace function in self.thread_local.__dict__.setdefault('original_trace_functions', []) and calls sys.settrace(self.trace). Tracer.__exit__ retrieves the stack via self.thread_local.original_trace_functions and calls sys.settrace(stack.pop()). The test_with_block test in tests/test_pysnooper.py demonstrates that a single Tracer can handle many mixed uses, implying that trace restoration should work correctly across multiple invocations.",The historical PySnooper bug #3 involved a NameError in get_write_function due to using an undefined variable output_path instead of the parameter output. This suggests that variable scoping and attribute access in the tracer module are error-prone areas. The current hypothesis probes a different but related area: trace function restoration in __exit__.,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,653,3.528,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_2_fixed.log
loop1,loop1,loop1_B_03,PySnooper:1,B,NAIVE_RAW_HISTORY,3,deepseek-flash,0.2,2200,disabled,json_object,MODEL_ERROR,,,,,,,,,,,,,,,,,,,,MODEL_ERROR,,no,TEST_NOT_EXECUTABLE,0,1,0,0,3.694,,
loop1,loop1,loop1_B_04,PySnooper:1,B,NAIVE_RAW_HISTORY,4,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/B_attempt_4.py,True,bf2dcea666a56babdbfa9aa82f81ed36fc9221f99cf4a4193734afd7bce95533,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.settrace value, leaving the tracer's trace function installed globally after the with block exits.","Create a Tracer via pysnooper.snoop(output=io.StringIO()), enter it with a 'with' statement, raise a ValueError inside the block, catch the exception outside, then check sys.gettrace() is None (the value before entering the with block).","sys.gettrace() remains the Tracer.trace bound method after the with block exits due to the exception, instead of being restored to the pre-with value (None). This leaks the trace function globally and can cause unexpected tracing of unrelated code.","After a 'with pysnooper.snoop(...):' block exits (whether normally or via an exception), sys.gettrace() must be restored to the value it had before entering the block. The Tracer.__exit__ method explicitly pops the saved trace function from thread_local.original_trace_functions and calls sys.settrace(stack.pop()), so the invariant is that sys.gettrace() equals the pre-with value after exit.","pysnooper/tracer.py Tracer.__enter__ saves sys.gettrace() onto thread_local.original_trace_functions and calls sys.settrace(self.trace). Tracer.__exit__ pops that stack and calls sys.settrace(stack.pop()). The ordinary test test_generator asserts original_tracer_active() before/after generator usage, showing the project treats restoring sys.gettrace() as a required invariant. The ordinary test test_with_block exercises the with-block path but does not assert sys.gettrace() restoration.","PySnooper:3 historical fix shows the project had a real bug in the file-output path of get_write_function (using undefined output_path instead of output), demonstrating that the with/context-manager and output paths are bug-prone areas. The cookiecutter:1 evidence about encoding is not directly relevant.",0,0,PASS,PASS,,,,,P2P,False,yes,TRIGGER_TOO_WEAK,0,1,19711,653,3.673,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_4_fixed.log
loop1,loop1,loop1_B_05,PySnooper:1,B,NAIVE_RAW_HISTORY,5,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/B_attempt_5.py,True,233d3302dafcf5f2e88d57aeaebb81b6ac5a91d298ac8459bc69449bbd002b6b,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.settrace value, leaving the Tracer's trace function installed globally after the with-block exits.","Create a Tracer via pysnooper.snoop(output=io.StringIO()), enter it with a with-statement, raise a ValueError inside the block, catch the exception, then check sys.gettrace() against the value captured before entering the with-block.","sys.gettrace() after the with-block will still be the Tracer.trace bound method instead of the original trace function (None), because __exit__ is not invoked when an exception propagates out of the with-body in this implementation.","After a with pysnooper.snoop(...) block exits (whether normally or via an exception), sys.gettrace() must equal the trace function that was active before the with-block was entered. The Tracer.__enter__ explicitly saves the previous trace function on a stack and __exit__ is documented/implemented to restore it via sys.settrace(stack.pop()); therefore the global trace state must be restored even when the block raises.","pysnooper/tracer.py Tracer.__enter__ appends sys.gettrace() to self.thread_local.original_trace_functions and calls sys.settrace(self.trace); Tracer.__exit__ pops that stack and calls sys.settrace(stack.pop()). The ordinary test test_generator asserts original_tracer_active() around generator usage, showing the project treats restoring the original trace function as a required invariant. The README documents the with pysnooper.snoop(): usage form, so exception propagation out of that form is a supported scenario.","PySnooper:3 fix diff shows a prior bug where the file-output write path used an undefined name output_path instead of output, and the regression test test_file_output was added to exercise the with/decorator output path. This historical evidence indicates the file/stream output path and the with-block usage are fragile areas worth probing, though it does not by itself establish the trace-restoration invariant.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,661,3.864,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/B_attempt_5_fixed.log
loop1,loop1,loop1_C_01,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,1,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/C_attempt_1.py,True,55a3bb822cbdf72678408b611c0121832250447dfefa9bca837b38c03b9f721a,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'NOT_APPLICABLE', 'reason': 'The historical bug is about locale-dependent implicit text encoding when reading a JSON context file. The target PySnooper context has no JSON context loading, no locale-sensitive text read of user data, and no target-side oracle for UTF-8 decoding. The mechanism does not transfer.'}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical unit is target-adjacent because it concerns PySnooper file output, but its mechanism is a wrong captured path variable in the file-output branch. The current target source already uses FileWriter(output, overwrite) and does not show that mismatch. It weakly suggests probing tracer output behavior, but does not establish the exception-trace oracle. The generated hypothesis instead uses target-side source evidence in tracer.py and ordinary test evidence for exception tracing.'}","When a decorated function raises an exception, the tracer's 'return' event handling can raise an IndexError while trying to inspect frame.f_code.co_code[frame.f_lasti], because f_lasti may point past the end of the code bytes; this prevents the intended 'Call ended by exception' trace from being emitted and masks the original exception.","Decorate a function that raises ValueError with @pysnooper.snoop(string_io), call it inside pytest.raises(ValueError), and inspect the captured trace output.","The tracer may raise IndexError during the exception-return event instead of writing 'Call ended by exception', so the original ValueError is replaced by an IndexError and the expected trace line is absent.","The decorated function's ValueError should propagate, and the captured trace should contain a line indicating that the call ended by exception.","pysnooper/tracer.py computes code_byte = frame.f_code.co_code[frame.f_lasti] before checking ended_by_exception, and explicitly writes 'Call ended by exception' when event == 'return', arg is None, and the opcode is not RETURN_VALUE/YIELD_VALUE. tests/test_pysnooper.py has test_exception using tests/samples/exception, showing exception tracing is intended behavior.",PySnooper:3 historical evidence concerns file-output path handling and is not directly about exception tracing; it only weakly suggests probing tracer output behavior.,0,0,PASS,PASS,,,,,P2P,False,no,APPLICABILITY_STRICT,0,1,16177,729,4.184,artifacts/execution_logs/experiment2_re_evaluated/loop1/C_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/C_attempt_1_fixed.log
loop1,loop1,loop1_C_02,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,2,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_loop1/PySnooper_1/C_attempt_2.py,True,70781fb60d7ad4da20ef8fecadeade38fe5647d24c332ac80f16abfac832b423,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'NOT_APPLICABLE', 'reason': 'The historical unit is about locale-dependent implicit text encoding when reading a JSON context file. The target PySnooper context has no JSON context loading, no non-ASCII fixture, and no locale-sensitive read path in the supplied source. The failure mechanism and invariant do not transfer to the target.'}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical unit is in the same repository and concerns file-output path handling, but the target context already shows FileWriter using self.path correctly and the ordinary tests cover file output. The mechanism is a path/output variable mismatch, not exception-return opcode detection, so it only weakly suggests probing output behavior. The generated hypothesis is instead grounded in target-side tracer.py exception handling and the ordinary exception sample test.'}","When a decorated function raises an exception, PySnooper's tracer writes an 'exception' event line but then also writes a normal 'return' event line for the same frame, because the ended_by_exception detection fails to recognize the exception-return opcode; the output should instead contain 'Call ended by exception' and no normal return line.","Decorate a function that raises ValueError with pysnooper.snoop(string_io), call it inside pytest.raises(ValueError), and inspect the captured trace output.","The trace output contains a normal 'return' event line for the frame that raised, instead of the intended 'Call ended by exception' marker, so the exception path is misreported.","For a frame that terminates by exception, PySnooper should emit 'Call ended by exception' and should not emit a normal 'return' event line for that frame.","pysnooper/tracer.py computes ended_by_exception from event == 'return', arg is None, and opcode.opname[code_byte] not in ('RETURN_VALUE', 'YIELD_VALUE'); when true it writes 'Call ended by exception', otherwise it writes the normal event line. The ordinary test suite includes tests/samples/exception.py and test_exception, showing exception tracing is intended behavior.","PySnooper:3 concerns file-output path handling, not exception-return opcode detection; it is only weak transfer evidence and does not establish this oracle.",0,0,PASS,PASS,,,,,P2P,False,no,APPLICABILITY_STRICT,0,1,16177,750,4.038,artifacts/execution_logs/experiment2_re_evaluated/loop1/C_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/loop1/C_attempt_2_fixed.log
